wagnum,month
17064,2023-02-28
21876,2023-02-28
21602,2023-02-28
24019,2023-02-28
26704,2023-02-28
15596,2023-02-28
16422,2023-02-28
22599,2023-02-28
1916,2023-02-28
15919,2023-02-28
21289,2023-02-28
29758,2023-02-28
17408,2023-02-28
21926,2023-02-28
10562,2023-02-28
20960,2023-02-28
13378,2023-02-28
25363,2023-02-28
25607,2023-02-28
29021,2023-02-28
27818,2023-02-28
33685,2023-02-28
28228,2023-02-28
13959,2023-02-28
13140,2023-02-28
12866,2023-02-28
26426,2023-02-28
26183,2023-02-28
12907,2023-02-28
12924,2023-02-28
23755,2023-02-28
10339,2023-02-28
6230,2023-02-28
6503,2023-02-28
6805,2023-02-28
11502,2023-02-28
24286,2023-02-28
12669,2023-02-28
11067,2023-02-28
11073,2023-02-28
21242,2023-02-28
7079,2023-02-28
11053,2023-02-28
13598,2023-02-28
13213,2023-02-28
22646,2023-02-28
16471,2023-02-28
10627,2023-02-28
19144,2023-02-28
20799,2023-02-28
27763,2023-02-28
33205,2023-02-28
33248,2023-02-28
4009,2023-02-28
10318,2023-02-28
15087,2023-02-28
17306,2023-02-28
25807,2023-02-28
18012,2023-02-28
12189,2023-02-28
21032,2023-02-28
25002,2023-02-28
31069,2023-02-28
16776,2023-02-28
11137,2023-02-28
15104,2023-02-28
25699,2023-02-28
19411,2023-02-28
22677,2023-02-28
1013,2023-02-28
2131,2023-02-28
5399,2023-02-28
5726,2023-02-28
2137,2023-02-28
32721,2023-02-28
19632,2023-02-28
20830,2023-02-28
21070,2023-02-28
22295,2023-02-28
26275,2023-02-28
24993,2023-02-28
28005,2023-02-28
28041,2023-02-28
28326,2023-02-28
32454,2023-02-28
21803,2023-02-28
25545,2023-02-28
30703,2023-02-28
31787,2023-02-28
33007,2023-02-28
29245,2023-02-28
2405,2023-02-28
27037,2023-02-28
22276,2023-02-28
30643,2023-02-28
12305,2023-02-28
12437,2023-02-28
12553,2023-02-28
12715,2023-02-28
13387,2023-02-28
13520,2023-02-28
13875,2023-02-28
14442,2023-02-28
15662,2023-02-28
15948,2023-02-28
20571,2023-02-28
20662,2023-02-28
25167,2023-02-28
25324,2023-02-28
25450,2023-02-28
25995,2023-02-28
26035,2023-02-28
26112,2023-02-28
26533,2023-02-28
26613,2023-02-28
26851,2023-02-28
6551,2023-02-28
33866,2023-02-28
2103,2023-02-28
6654,2023-02-28
6981,2023-02-28
7571,2023-02-28
8135,2023-02-28
8180,2023-02-28
8986,2023-02-28
10373,2023-02-28
10622,2023-02-28
10677,2023-02-28
1725,2023-02-28
2248,2023-02-28
23408,2023-02-28
24117,2023-02-28
24486,2023-02-28
12567,2023-02-28
13098,2023-02-28
23016,2023-02-28
30008,2023-02-28
30649,2023-02-28
31222,2023-02-28
31266,2023-02-28
32602,2023-02-28
32722,2023-02-28
5537,2023-02-28
5819,2023-02-28
12210,2023-02-28
17818,2023-02-28
12531,2023-02-28
2022,2023-02-28
32297,2023-02-28
813,2023-02-28
14262,2023-02-28
1117,2023-02-28
8208,2023-02-28
17628,2023-02-28
6088,2023-02-28
13296,2023-02-28
24794,2023-02-28
13174,2023-02-28
9641,2023-02-28
9691,2023-02-28
9857,2023-02-28
9902,2023-02-28
9913,2023-02-28
9921,2023-02-28
14364,2023-02-28
15070,2023-02-28
7144,2023-02-28
25937,2023-02-28
14705,2023-02-28
14745,2023-02-28
14767,2023-02-28
14796,2023-02-28
16438,2023-02-28
15279,2023-02-28
17261,2023-02-28
17443,2023-02-28
17519,2023-02-28
17540,2023-02-28
17551,2023-02-28
17572,2023-02-28
17722,2023-02-28
23462,2023-02-28
6142,2023-02-28
6509,2023-02-28
14029,2023-02-28
14043,2023-02-28
14099,2023-02-28
14171,2023-02-28
14194,2023-02-28
14279,2023-02-28
14299,2023-02-28
14402,2023-02-28
21643,2023-02-28
14467,2023-02-28
14481,2023-02-28
14685,2023-02-28
14886,2023-02-28
15043,2023-02-28
15240,2023-02-28
15523,2023-02-28
15558,2023-02-28
15992,2023-02-28
16102,2023-02-28
10813,2023-02-28
16505,2023-02-28
16531,2023-02-28
16786,2023-02-28
21502,2023-02-28
21554,2023-02-28
26092,2023-02-28
18130,2023-02-28
18150,2023-02-28
18174,2023-02-28
18252,2023-02-28
18299,2023-02-28
29092,2023-02-28
32089,2023-02-28
19045,2023-02-28
17957,2023-02-28
26640,2023-02-28
32685,2023-02-28
31196,2023-02-28
31285,2023-02-28
31303,2023-02-28
31480,2023-02-28
31705,2023-02-28
22485,2023-02-28
21495,2023-02-28
15012,2023-02-28
15739,2023-02-28
30975,2023-02-28
19679,2023-02-28
19721,2023-02-28
19747,2023-02-28
15627,2023-02-28
32445,2023-02-28
5687,2023-02-28
5896,2023-02-28
12743,2023-02-28
21563,2023-02-28
21610,2023-02-28
20351,2023-02-28
30217,2023-02-28
24476,2023-02-28
19399,2023-02-28
26679,2023-02-28
29866,2023-02-28
19165,2023-02-28
20994,2023-02-28
27654,2023-02-28
8754,2023-02-28
13506,2023-02-28
25315,2023-02-28
3010,2023-02-28
27551,2023-02-28
28988,2023-02-28
27961,2023-02-28
8013,2023-02-28
10711,2023-02-28
10748,2023-02-28
7795,2023-02-28
27430,2023-02-28
7999,2023-02-28
8082,2023-02-28
8103,2023-02-28
8516,2023-02-28
8771,2023-02-28
8854,2023-02-28
24324,2023-02-28
13778,2023-02-28
14599,2023-02-28
15065,2023-02-28
15084,2023-02-28
15105,2023-02-28
8382,2023-02-28
13811,2023-02-28
22696,2023-02-28
22936,2023-02-28
23111,2023-02-28
23196,2023-02-28
23297,2023-02-28
23352,2023-02-28
23700,2023-02-28
23760,2023-02-28
33279,2023-02-28
30866,2023-02-28
2966,2023-02-28
2967,2023-02-28
2968,2023-02-28
2971,2023-02-28
2972,2023-02-28
2976,2023-02-28
2977,2023-02-28
2979,2023-02-28
2980,2023-02-28
2981,2023-02-28
2982,2023-02-28
2987,2023-02-28
2988,2023-02-28
16017,2023-02-28
17869,2023-02-28
16390,2023-02-28
29366,2023-02-28
16169,2023-02-28
2978,2023-02-28
10275,2023-02-28
2016,2023-02-28
2021,2023-02-28
2051,2023-02-28
2222,2023-02-28
26599,2023-02-28
26616,2023-02-28
26761,2023-02-28
18141,2023-02-28
28935,2023-02-28
32575,2023-02-28
2038,2023-02-28
15128,2023-02-28
1156,2023-02-28
1670,2023-02-28
2996,2023-02-28
3012,2023-02-28
3013,2023-02-28
3015,2023-02-28
3016,2023-02-28
3017,2023-02-28
3018,2023-02-28
9663,2023-02-28
29036,2023-02-28
30676,2023-02-28
16328,2023-02-28
20547,2023-02-28
6821,2023-02-28
25704,2023-02-28
13528,2023-02-28
30343,2023-02-28
27327,2023-02-28
1557,2023-02-28
1558,2023-02-28
1559,2023-02-28
1560,2023-02-28
1561,2023-02-28
1562,2023-02-28
2997,2023-02-28
2998,2023-02-28
2999,2023-02-28
3000,2023-02-28
3007,2023-02-28
22327,2023-02-28
3019,2023-02-28
29961,2023-02-28
30077,2023-02-28
30194,2023-02-28
30298,2023-02-28
16451,2023-02-28
27865,2023-02-28
21028,2023-02-28
5532,2023-02-28
1564,2023-02-28
1566,2023-02-28
1567,2023-02-28
18078,2023-02-28
14498,2023-02-28
11179,2023-02-28
26971,2023-02-28
6855,2023-02-28
25744,2023-02-28
31618,2023-02-28
9096,2023-02-28
33465,2023-02-28
27853,2023-02-28
25456,2023-02-28
32260,2023-02-28
9499,2023-02-28
2991,2023-02-28
2992,2023-02-28
2993,2023-02-28
2995,2023-02-28
22501,2023-02-28
22520,2023-02-28
22606,2023-02-28
22607,2023-02-28
22708,2023-02-28
22771,2023-02-28
23036,2023-02-28
25110,2023-02-28
25128,2023-02-28
9994,2023-02-28
17680,2023-02-28
17798,2023-02-28
24173,2023-02-28
7087,2023-02-28
7095,2023-02-28
7152,2023-02-28
7215,2023-02-28
7280,2023-02-28
7463,2023-02-28
7644,2023-02-28
7889,2023-02-28
8551,2023-02-28
8605,2023-02-28
8610,2023-02-28
8869,2023-02-28
10415,2023-02-28
10491,2023-02-28
19978,2023-02-28
19988,2023-02-28
21511,2023-02-28
26584,2023-02-28
26618,2023-02-28
27083,2023-02-28
20431,2023-02-28
28209,2023-02-28
28271,2023-02-28
12588,2023-02-28
23971,2023-02-28
13913,2023-02-28
32281,2023-02-28
33359,2023-02-28
21302,2023-02-28
21364,2023-02-28
21473,2023-02-28
2761,2023-02-28
26513,2023-02-28
28146,2023-02-28
28172,2023-02-28
31229,2023-02-28
29106,2023-02-28
19790,2023-02-28
2372,2023-02-28
14622,2023-02-28
23071,2023-02-28
10583,2023-02-28
24713,2023-02-28
27932,2023-02-28
27936,2023-02-28
28023,2023-02-28
9527,2023-02-28
27514,2023-02-28
11606,2023-02-28
19204,2023-02-28
3005,2023-02-28
15714,2023-02-28
22234,2023-02-28
8302,2023-02-28
9421,2023-02-28
22003,2023-02-28
22038,2023-02-28
22103,2023-02-28
22162,2023-02-28
22284,2023-02-28
22350,2023-02-28
24685,2023-02-28
24773,2023-02-28
24879,2023-02-28
26480,2023-02-28
30867,2023-02-28
20638,2023-02-28
32237,2023-02-28
20091,2023-02-28
29793,2023-02-28
31346,2023-02-28
31530,2023-02-28
17128,2023-02-28
24637,2023-02-28
24647,2023-02-28
24705,2023-02-28
26413,2023-02-28
30959,2023-02-28
12825,2023-02-28
21111,2023-02-28
27641,2023-02-28
23092,2023-02-28
24774,2023-02-28
14765,2023-02-28
30127,2023-02-28
27809,2023-02-28
27858,2023-02-28
28790,2023-02-28
28824,2023-02-28
28839,2023-02-28
28863,2023-02-28
28973,2023-02-28
30564,2023-02-28
30602,2023-02-28
30623,2023-02-28
30630,2023-02-28
1471,2023-02-28
22034,2023-02-28
33009,2023-02-28
7597,2023-02-28
27733,2023-02-28
28511,2023-02-28
28611,2023-02-28
28644,2023-02-28
28889,2023-02-28
29617,2023-02-28
29624,2023-02-28
29628,2023-02-28
29639,2023-02-28
29744,2023-02-28
32380,2023-02-28
32420,2023-02-28
32443,2023-02-28
32542,2023-02-28
32553,2023-02-28
32664,2023-02-28
32677,2023-02-28
32766,2023-02-28
32824,2023-02-28
32828,2023-02-28
32838,2023-02-28
33056,2023-02-28
13931,2023-02-28
28455,2023-02-28
28546,2023-02-28
28547,2023-02-28
28583,2023-02-28
20216,2023-02-28
28727,2023-02-28
30442,2023-02-28
30537,2023-02-28
32874,2023-02-28
32875,2023-02-28
33320,2023-02-28
33494,2023-02-28
33530,2023-02-28
30992,2023-02-28
31020,2023-02-28
31681,2023-02-28
27530,2023-02-28
33427,2023-02-28
31040,2023-02-28
31066,2023-02-28
31174,2023-02-28
31183,2023-02-28
31194,2023-02-28
25322,2023-02-28
25372,2023-02-28
31967,2023-02-28
31975,2023-02-28
31988,2023-02-28
32094,2023-02-28
32119,2023-02-28
33444,2023-02-28
24812,2023-02-28
6114,2023-02-28
30499,2023-02-28
26169,2023-02-28
31158,2023-02-28
31372,2023-02-28
31902,2023-02-28
32240,2023-02-28
32242,2023-02-28
32269,2023-02-28
33899,2023-02-28
15845,2023-02-28
15923,2023-02-28
16046,2023-02-28
16698,2023-02-28
15449,2023-02-28
22828,2023-02-28
30107,2023-02-28
30132,2023-02-28
30428,2023-02-28
31052,2023-02-28
31099,2023-02-28
31983,2023-02-28
33400,2023-02-28
2675,2023-02-28
2754,2023-02-28
2807,2023-02-28
12175,2023-02-28
12481,2023-02-28
14120,2023-02-28
14167,2023-02-28
14363,2023-02-28
14609,2023-02-28
14695,2023-02-28
15033,2023-02-28
15048,2023-02-28
15281,2023-02-28
15298,2023-02-28
15348,2023-02-28
15412,2023-02-28
15444,2023-02-28
16120,2023-02-28
16145,2023-02-28
16313,2023-02-28
29535,2023-02-28
29662,2023-02-28
29727,2023-02-28
1662,2023-02-28
1749,2023-02-28
1800,2023-02-28
1843,2023-02-28
1850,2023-02-28
1923,2023-02-28
1984,2023-02-28
2163,2023-02-28
2187,2023-02-28
2301,2023-02-28
2363,2023-02-28
2814,2023-02-28
2820,2023-02-28
2832,2023-02-28
2873,2023-02-28
2989,2023-02-28
3003,2023-02-28
4637,2023-02-28
12524,2023-02-28
12580,2023-02-28
12593,2023-02-28
12679,2023-02-28
12696,2023-02-28
12735,2023-02-28
12930,2023-02-28
13111,2023-02-28
13135,2023-02-28
13230,2023-02-28
13474,2023-02-28
13574,2023-02-28
13666,2023-02-28
13788,2023-02-28
13839,2023-02-28
13843,2023-02-28
13917,2023-02-28
15478,2023-02-28
15630,2023-02-28
20273,2023-02-28
20289,2023-02-28
20326,2023-02-28
20572,2023-02-28
20604,2023-02-28
20659,2023-02-28
20726,2023-02-28
20807,2023-02-28
20825,2023-02-28
21568,2023-02-28
21592,2023-02-28
21642,2023-02-28
21668,2023-02-28
20989,2023-02-28
12,2023-02-28
868,2023-02-28
948,2023-02-28
1018,2023-02-28
1044,2023-02-28
1066,2023-02-28
2422,2023-02-28
2581,2023-02-28
2661,2023-02-28
21700,2023-02-28
24025,2023-02-28
29311,2023-02-28
29375,2023-02-28
29386,2023-02-28
33746,2023-02-28
29530,2023-02-28
10633,2023-02-28
10639,2023-02-28
10826,2023-02-28
11653,2023-02-28
11760,2023-02-28
11869,2023-02-28
11878,2023-02-28
12168,2023-02-28
23107,2023-02-28
23201,2023-02-28
23355,2023-02-28
23499,2023-02-28
23689,2023-02-28
23728,2023-02-28
23811,2023-02-28
25253,2023-02-28
32611,2023-02-28
6665,2023-02-28
9858,2023-02-28
9896,2023-02-28
10828,2023-02-28
10999,2023-02-28
11091,2023-02-28
11107,2023-02-28
20039,2023-02-28
20170,2023-02-28
32727,2023-02-28
32794,2023-02-28
33064,2023-02-28
33082,2023-02-28
28341,2023-02-28
29407,2023-02-28
29469,2023-02-28
29484,2023-02-28
29581,2023-02-28
29994,2023-02-28
30018,2023-02-28
30058,2023-02-28
30096,2023-02-28
30105,2023-02-28
30124,2023-02-28
30141,2023-02-28
30209,2023-02-28
30255,2023-02-28
30271,2023-02-28
31817,2023-02-28
27488,2023-02-28
28483,2023-02-28
28617,2023-02-28
28619,2023-02-28
28816,2023-02-28
32444,2023-02-28
33423,2023-02-28
29273,2023-02-28
29291,2023-02-28
29299,2023-02-28
29959,2023-02-28
31743,2023-02-28
31855,2023-02-28
28538,2023-02-28
29966,2023-02-28
30214,2023-02-28
30263,2023-02-28
30316,2023-02-28
30337,2023-02-28
30385,2023-02-28
33665,2023-02-28
7884,2023-02-28
30392,2023-02-28
31954,2023-02-28
31962,2023-02-28
32127,2023-02-28
32132,2023-02-28
32209,2023-02-28
32215,2023-02-28
32226,2023-02-28
33692,2023-02-28
7128,2023-02-28
7221,2023-02-28
7228,2023-02-28
24497,2023-02-28
24563,2023-02-28
24571,2023-02-28
25261,2023-02-28
31385,2023-02-28
31534,2023-02-28
31550,2023-02-28
31627,2023-02-28
31649,2023-02-28
31731,2023-02-28
31792,2023-02-28
31937,2023-02-28
33767,2023-02-28
6932,2023-02-28
6942,2023-02-28
7300,2023-02-28
7307,2023-02-28
7333,2023-02-28
7397,2023-02-28
7417,2023-02-28
7451,2023-02-28
7503,2023-02-28
7517,2023-02-28
7520,2023-02-28
7603,2023-02-28
7622,2023-02-28
7687,2023-02-28
7750,2023-02-28
7800,2023-02-28
16453,2023-02-28
25264,2023-02-28
26950,2023-02-28
33677,2023-02-28
33684,2023-02-28
31711,2023-02-28
6643,2023-02-28
6713,2023-02-28
6718,2023-02-28
6791,2023-02-28
6814,2023-02-28
7044,2023-02-28
7047,2023-02-28
7050,2023-02-28
7111,2023-02-28
7112,2023-02-28
7113,2023-02-28
6192,2023-02-28
16015,2023-02-28
16034,2023-02-28
16062,2023-02-28
16137,2023-02-28
16179,2023-02-28
16190,2023-02-28
16230,2023-02-28
16263,2023-02-28
16293,2023-02-28
27022,2023-02-28
33305,2023-02-28
33318,2023-02-28
33325,2023-02-28
6496,2023-02-28
6549,2023-02-28
6831,2023-02-28
6872,2023-02-28
6886,2023-02-28
6910,2023-02-28
6923,2023-02-28
15413,2023-02-28
15417,2023-02-28
15457,2023-02-28
15532,2023-02-28
15560,2023-02-28
15608,2023-02-28
15727,2023-02-28
15760,2023-02-28
15790,2023-02-28
15813,2023-02-28
16297,2023-02-28
16330,2023-02-28
16378,2023-02-28
20626,2023-02-28
20695,2023-02-28
20696,2023-02-28
20792,2023-02-28
20796,2023-02-28
20835,2023-02-28
20849,2023-02-28
20852,2023-02-28
21822,2023-02-28
21133,2023-02-28
33628,2023-02-28
21204,2023-02-28
1752,2023-02-28
2082,2023-02-28
14766,2023-02-28
14821,2023-02-28
14861,2023-02-28
14865,2023-02-28
14937,2023-02-28
15110,2023-02-28
15114,2023-02-28
15137,2023-02-28
15139,2023-02-28
15159,2023-02-28
15170,2023-02-28
15232,2023-02-28
15259,2023-02-28
15263,2023-02-28
15895,2023-02-28
15911,2023-02-28
15968,2023-02-28
16003,2023-02-28
20263,2023-02-28
20320,2023-02-28
20429,2023-02-28
20483,2023-02-28
20541,2023-02-28
20909,2023-02-28
20940,2023-02-28
20943,2023-02-28
20966,2023-02-28
21011,2023-02-28
21022,2023-02-28
21746,2023-02-28
21760,2023-02-28
21761,2023-02-28
21852,2023-02-28
21904,2023-02-28
24349,2023-02-28
24382,2023-02-28
22040,2023-02-28
22090,2023-02-28
22175,2023-02-28
22185,2023-02-28
22318,2023-02-28
22344,2023-02-28
22349,2023-02-28
22436,2023-02-28
24479,2023-02-28
33567,2023-02-28
5452,2023-02-28
5569,2023-02-28
5572,2023-02-28
6099,2023-02-28
6128,2023-02-28
2087,2023-02-28
2117,2023-02-28
2125,2023-02-28
2235,2023-02-28
2314,2023-02-28
2366,2023-02-28
2395,2023-02-28
2560,2023-02-28
2612,2023-02-28
2874,2023-02-28
14100,2023-02-28
14269,2023-02-28
14300,2023-02-28
14313,2023-02-28
24420,2023-02-28
24435,2023-02-28
7818,2023-02-28
7837,2023-02-28
7866,2023-02-28
7891,2023-02-28
7925,2023-02-28
7946,2023-02-28
7992,2023-02-28
8003,2023-02-28
8024,2023-02-28
8090,2023-02-28
8093,2023-02-28
8120,2023-02-28
8182,2023-02-28
8262,2023-02-28
8280,2023-02-28
8282,2023-02-28
8288,2023-02-28
8308,2023-02-28
8370,2023-02-28
5930,2023-02-28
5981,2023-02-28
6017,2023-02-28
21900,2023-02-28
5614,2023-02-28
5664,2023-02-28
5707,2023-02-28
5958,2023-02-28
6032,2023-02-28
6058,2023-02-28
6074,2023-02-28
6117,2023-02-28
6143,2023-02-28
6221,2023-02-28
6241,2023-02-28
6303,2023-02-28
6323,2023-02-28
13198,2023-02-28
13208,2023-02-28
13210,2023-02-28
13272,2023-02-28
13294,2023-02-28
13708,2023-02-28
13713,2023-02-28
13759,2023-02-28
13780,2023-02-28
13801,2023-02-28
13838,2023-02-28
13965,2023-02-28
14008,2023-02-28
14013,2023-02-28
14040,2023-02-28
14052,2023-02-28
14410,2023-02-28
14426,2023-02-28
14527,2023-02-28
14566,2023-02-28
14585,2023-02-28
14597,2023-02-28
14668,2023-02-28
14688,2023-02-28
20096,2023-02-28
20139,2023-02-28
24257,2023-02-28
24288,2023-02-28
24319,2023-02-28
25141,2023-02-28
25199,2023-02-28
25200,2023-02-28
26837,2023-02-28
16500,2023-02-28
16599,2023-02-28
16639,2023-02-28
16646,2023-02-28
16684,2023-02-28
16728,2023-02-28
16752,2023-02-28
16765,2023-02-28
17856,2023-02-28
18422,2023-02-28
18448,2023-02-28
18455,2023-02-28
18478,2023-02-28
19006,2023-02-28
19023,2023-02-28
19375,2023-02-28
19633,2023-02-28
19814,2023-02-28
19865,2023-02-28
19918,2023-02-28
21188,2023-02-28
21191,2023-02-28
21276,2023-02-28
21806,2023-02-28
5747,2023-02-28
5796,2023-02-28
5842,2023-02-28
12482,2023-02-28
12522,2023-02-28
12523,2023-02-28
12528,2023-02-28
12535,2023-02-28
12583,2023-02-28
12641,2023-02-28
12646,2023-02-28
12721,2023-02-28
12753,2023-02-28
12781,2023-02-28
12814,2023-02-28
12820,2023-02-28
12854,2023-02-28
12909,2023-02-28
12967,2023-02-28
13042,2023-02-28
13062,2023-02-28
13368,2023-02-28
13370,2023-02-28
13392,2023-02-28
13450,2023-02-28
13477,2023-02-28
13541,2023-02-28
13553,2023-02-28
13630,2023-02-28
13631,2023-02-28
13644,2023-02-28
13656,2023-02-28
19936,2023-02-28
19955,2023-02-28
20011,2023-02-28
24147,2023-02-28
24158,2023-02-28
24178,2023-02-28
24197,2023-02-28
24230,2023-02-28
25104,2023-02-28
25121,2023-02-28
26719,2023-02-28
26763,2023-02-28
27954,2023-02-28
20097,2023-02-28
16783,2023-02-28
16851,2023-02-28
16971,2023-02-28
17017,2023-02-28
17018,2023-02-28
17204,2023-02-28
17888,2023-02-28
17959,2023-02-28
18124,2023-02-28
20964,2023-02-28
20975,2023-02-28
19073,2023-02-28
19087,2023-02-28
19155,2023-02-28
19163,2023-02-28
19202,2023-02-28
19243,2023-02-28
19293,2023-02-28
19311,2023-02-28
21753,2023-02-28
21885,2023-02-28
21938,2023-02-28
11972,2023-02-28
12021,2023-02-28
12045,2023-02-28
12076,2023-02-28
12144,2023-02-28
12146,2023-02-28
12182,2023-02-28
12200,2023-02-28
12252,2023-02-28
12258,2023-02-28
12384,2023-02-28
12385,2023-02-28
12426,2023-02-28
12457,2023-02-28
13081,2023-02-28
13162,2023-02-28
24043,2023-02-28
24046,2023-02-28
24062,2023-02-28
24955,2023-02-28
24966,2023-02-28
24972,2023-02-28
24982,2023-02-28
25007,2023-02-28
25009,2023-02-28
26602,2023-02-28
26648,2023-02-28
28000,2023-02-28
28003,2023-02-28
17220,2023-02-28
17652,2023-02-28
17790,2023-02-28
17803,2023-02-28
21085,2023-02-28
21088,2023-02-28
21714,2023-02-28
24409,2023-02-28
26103,2023-02-28
21497,2023-02-28
21620,2023-02-28
21635,2023-02-28
21653,2023-02-28
21697,2023-02-28
23706,2023-02-28
23840,2023-02-28
23950,2023-02-28
24101,2023-02-28
29133,2023-02-28
20926,2023-02-28
20932,2023-02-28
20949,2023-02-28
24287,2023-02-28
24417,2023-02-28
24437,2023-02-28
24489,2023-02-28
25726,2023-02-28
25728,2023-02-28
25794,2023-02-28
25883,2023-02-28
25900,2023-02-28
26147,2023-02-28
26153,2023-02-28
26172,2023-02-28
22811,2023-02-28
22885,2023-02-28
22951,2023-02-28
23005,2023-02-28
23039,2023-02-28
23048,2023-02-28
23173,2023-02-28
23205,2023-02-28
23244,2023-02-28
23303,2023-02-28
23377,2023-02-28
23395,2023-02-28
23410,2023-02-28
23450,2023-02-28
23475,2023-02-28
23618,2023-02-28
23629,2023-02-28
23916,2023-02-28
24889,2023-02-28
24910,2023-02-28
24914,2023-02-28
27824,2023-02-28
29100,2023-02-28
24205,2023-02-28
25292,2023-02-28
25479,2023-02-28
25515,2023-02-28
25544,2023-02-28
25588,2023-02-28
25941,2023-02-28
26019,2023-02-28
27574,2023-02-28
27586,2023-02-28
27591,2023-02-28
22644,2023-02-28
22734,2023-02-28
22753,2023-02-28
22801,2023-02-28
24689,2023-02-28
24760,2023-02-28
24762,2023-02-28
24836,2023-02-28
26303,2023-02-28
26321,2023-02-28
26349,2023-02-28
26374,2023-02-28
26398,2023-02-28
27673,2023-02-28
27716,2023-02-28
29045,2023-02-28
29670,2023-02-28
29723,2023-02-28
30493,2023-02-28
30536,2023-02-28
30633,2023-02-28
25340,2023-02-28
25447,2023-02-28
25462,2023-02-28
27537,2023-02-28
28473,2023-02-28
24691,2023-02-28
26179,2023-02-28
26204,2023-02-28
26294,2023-02-28
28823,2023-02-28
29004,2023-02-28
32558,2023-02-28
32562,2023-02-28
32591,2023-02-28
32626,2023-02-28
33194,2023-02-28
29369,2023-02-28
29372,2023-02-28
14669,2023-02-28
29495,2023-02-28
29510,2023-02-28
29517,2023-02-28
29560,2023-02-28
29568,2023-02-28
29580,2023-02-28
11779,2023-02-28
27553,2023-02-28
27575,2023-02-28
27582,2023-02-28
27655,2023-02-28
27659,2023-02-28
28772,2023-02-28
28913,2023-02-28
29031,2023-02-28
28025,2023-02-28
20199,2023-02-28
6270,2023-02-28
16907,2023-02-28
17866,2023-02-28
17897,2023-02-28
18259,2023-02-28
22682,2023-02-28
22797,2023-02-28
23063,2023-02-28
23550,2023-02-28
24423,2023-02-28
25166,2023-02-28
32965,2023-02-28
27457,2023-02-28
28663,2023-02-28
9170,2023-02-28
9956,2023-02-28
10082,2023-02-28
10098,2023-02-28
10866,2023-02-28
13748,2023-02-28
14202,2023-02-28
14441,2023-02-28
14448,2023-02-28
14741,2023-02-28
14744,2023-02-28
15292,2023-02-28
15366,2023-02-28
23921,2023-02-28
24049,2023-02-28
24134,2023-02-28
29926,2023-02-28
28184,2023-02-28
25821,2023-02-28
20458,2023-02-28
5486,2023-02-28
21997,2023-02-28
12513,2023-02-28
14344,2023-02-28
13423,2023-02-28
11850,2023-02-28
11948,2023-02-28
11990,2023-02-28
12319,2023-02-28
22555,2023-02-28
28258,2023-02-28
11689,2023-02-28
21993,2023-02-28
30272,2023-02-28
11467,2023-02-28
27365,2023-02-28
2170,2023-02-28
22232,2023-02-28
28044,2023-02-28
31784,2023-02-28
8323,2023-02-28
10170,2023-02-28
14708,2023-02-28
17419,2023-02-28
29564,2023-02-28
16553,2023-02-28
9960,2023-02-28
19250,2023-02-28
5964,2023-02-28
11837,2023-02-28
31660,2023-02-28
32247,2023-02-28
29760,2023-02-28
14620,2023-02-28
12636,2023-02-28
32181,2023-02-28
24960,2023-02-28
23513,2023-02-28
24081,2023-02-28
10580,2023-02-28
12489,2023-02-28
30035,2023-02-28
26396,2023-02-28
33102,2023-02-28
28503,2023-02-28
21955,2023-02-28
1067,2023-02-28
17437,2023-02-28
20746,2023-02-28
19997,2023-02-28
25349,2023-02-28
25812,2023-02-28
14440,2023-02-28
15185,2023-02-28
26966,2023-02-28
11996,2023-02-28
24183,2023-02-28
29647,2023-02-28
25984,2023-02-28
13936,2023-02-28
2969,2023-02-28
26004,2023-02-28
2219,2023-02-28
23633,2023-02-28
8482,2023-02-28
8839,2023-02-28
9291,2023-02-28
10557,2023-02-28
10735,2023-02-28
13654,2023-02-28
19781,2023-02-28
8056,2023-02-28
17461,2023-02-28
26617,2023-02-28
24239,2023-02-28
22352,2023-02-28
23687,2023-02-28
14064,2023-02-28
21902,2023-02-28
5955,2023-02-28
7700,2023-02-28
33456,2023-02-28
27694,2023-02-28
10347,2023-02-28
6262,2023-02-28
11394,2023-02-28
33234,2023-02-28
8149,2023-02-28
32213,2023-02-28
5761,2023-02-28
8145,2023-02-28
17317,2023-02-28
2089,2023-02-28
26838,2023-02-28
31235,2023-02-28
22099,2023-02-28
26372,2023-02-28
23891,2023-02-28
31628,2023-02-28
8658,2023-02-28
16417,2023-02-28
12100,2023-02-28
18072,2023-02-28
16237,2023-02-28
1550,2023-02-28
33025,2023-02-28
10891,2023-02-28
23283,2023-02-28
22729,2023-02-28
13590,2023-02-28
22773,2023-02-28
14436,2023-02-28
16700,2023-02-28
20244,2023-02-28
24936,2023-02-28
22073,2023-02-28
28181,2023-02-28
14563,2023-02-28
6232,2023-02-28
7198,2023-02-28
23584,2023-02-28
26047,2023-02-28
26298,2023-02-28
2589,2023-02-28
6667,2023-02-28
13251,2023-02-28
27293,2023-02-28
10262,2023-02-28
25021,2023-02-28
33893,2023-02-28
20255,2023-02-28
13611,2023-02-28
23776,2023-02-28
28830,2023-02-28
24503,2023-02-28
29057,2023-02-28
3009,2023-02-28
1163,2023-02-28
1459,2023-02-28
1756,2023-02-28
1840,2023-02-28
1847,2023-02-28
15122,2023-02-28
32040,2023-02-28
23079,2023-02-28
30996,2023-02-28
1711,2023-02-28
22882,2023-02-28
13021,2023-02-28
13511,2023-02-28
